Period,Day-ahead_Price_2015_[EUR/MWh],Emissions_2015_[g/kWh],Day-ahead_Price_2016_[EUR/MWh],Emissions_2016_[g/kWh],Day-ahead_Price_2017_[EUR/MWh],Emissions_2017_[g/kWh],Day-ahead_Price_2018_[EUR/MWh],Emissions_2018_[g/kWh],Day-ahead_Price_2019_[EUR/MWh],Emissions_2019_[g/kWh],Day-ahead_Price_2020_[EUR/MWh],Emissions_2020_[g/kWh],Day-ahead_Price_2021_[EUR/MWh],Emissions_2021_[g/kWh],Day-ahead_Price_2022_[EUR/MWh],Emissions_2022_[g/kWh],Day-ahead_Price_2023_[EUR/MWh],Emissions_2023_[g/kWh],
2743,22.71,441.448526683582,13.75,414.336769445744,41.17,512.145325367433,35.9,297.334725536368,50.82,337.259625680485,35.85,295.483976538233,43.8,254.319166048676,237.23,498.916716605071,134.1,338.553032597175,
2744,24.96,444.25550727356,12.57,401.429483849497,43,485.57886925867,32.45,276.2710400961,48.21,317.200069903519,31,272.300084153779,43.48,215.054970498144,261.87,487.352750714483,134.93,319.184937098464,
2745,28.47,430.270697313202,12.54,387.403398888959,41.94,468.725883876751,28.15,260.125262672305,44.41,306.732454809032,21.84,227.482217145343,37.21,186.897876476721,272.47,469.92123312633,109.76,315.425353981058,
2746,29.6,429.547129119725,13.79,365.103134148499,39.81,442.109723701049,18.84,235.139977614073,41.26,293.373289331073,20,188.526353370693,17.8,179.151167043465,249.06,458.152012011791,96.24,301.223513707249,
2747,28.87,419.993707426854,14.19,342.610168110203,38.1,430.932299083723,20.1,226.728726974715,37.65,280.657983825183,18.45,164.362693139042,15.5,177.75897102616,232.59,444.104311328902,85.07,287.855690373495,
2748,28.22,407.570125536946,11.88,347.488231484264,35.09,420.699542234893,21.14,232.033048883915,35.22,270.87325662688,16.15,144.818875885162,15.32,173.635083013474,227.97,425.543012682654,78.56,265.439306963365,
2749,25.95,392.169261312271,9.44,340.269125584643,33.91,404.550765907079,21.27,236.144487006464,32,253.268793682415,14.55,132.325075987976,1.61,175.692992918285,211,412.961129743836,73.11,254.458489254644,
2750,24.51,390.831611030075,9.5,313.179274748688,31.72,407.834914263029,22.07,243.56197654398,30.51,244.172308799964,12.02,129.772561393917,-6.94,179.623504382007,200,401.541750892946,64.48,252.878906942583,
2751,23.65,395.09509270503,8.47,297.651552013079,31.59,415.001553194008,21.28,255.350721118021,31.36,243.998737206489,10,130.305982642354,-3.29,185.29133218917,194.9,399.732909530382,64.69,255.867238444719,
2752,23.9,413.544235774735,13.04,295.984195607504,32.46,426.375367017328,22.56,277.654930343755,34.77,254.59217828689,11.81,133.067847680594,0.11,207.032633405082,191.99,405.616459341646,74.18,266.389286962606,
2753,26.5,442.40582353192,20.28,323.047394665363,36.55,453.989967578368,24.59,302.708607408756,41.21,281.506118119781,15.62,141.322652353789,18.91,269.040133856534,189.5,421.375645938247,83.73,313.261124669315,
2754,31.24,465.571519089307,21.96,380.706081583823,39.93,487.74259766405,34.99,357.577386072433,46.22,309.054898482395,19.97,159.299356065176,54.7,345.078014004736,209.25,452.795514994177,101.23,352.484245562483,
2755,32.98,480.593446458187,23.94,440.272957637855,42.95,521.964709049046,38.75,393.533320036312,57.49,326.165450097146,22.27,180.063829806778,65.93,361.648001347031,252.71,482.320137974222,132.12,382.160351305643,
2756,33.23,491.104679220746,24.37,480.183767973286,42.94,547.835891836551,40.18,415.969837883851,59.9,336.693411557302,22.5,188.347494624498,67.88,353.468739974019,273.88,507.165867058147,144.16,398.796413968058,
2757,30.29,484.199333700914,27.87,500.971087580568,41.98,555.18023326144,39.15,430.079849080573,47.78,340.701613203459,21.98,190.036327980743,66,344.828369538524,275.71,512.860343891933,133.53,412.211899003481,
2758,31.17,483.531299930334,24.04,500.231928097229,38.42,561.846053527742,36.38,435.547813173774,42.21,332.762642872244,23,191.57497186455,64.98,347.704202242661,264.93,518.230674447964,124.6,424.638373545765,
2759,27.37,476.883947304619,22.56,516.041368048981,33.4,561.966419951858,32.1,424.564835107504,39.04,323.649227850778,20.4,186.21856569249,59.98,351.56289067667,254,536.532734622121,101.26,406.466689670762,
2760,22.39,460.335834782575,21.46,530.432768682958,30.54,562.012982697455,25.03,420.185055513399,37,322.454597057174,12.9,178.418618435615,52.5,350.707328831693,235.44,540.530870701233,95.48,389.3188149584,
2761,20.87,467.067263284563,20.82,523.021947474945,30.99,554.49870980219,23.08,412.244951461665,35,305.786120886542,9.07,179.389361199383,51.14,365.888087435121,212.54,532.091376560372,93.25,358.781197451672,
2762,19.48,469.635884012089,20.23,514.559614267896,30.95,556.362391980236,21.59,388.207874583485,33.53,309.133961372636,12.61,180.331207508952,52.51,375.795327036367,205.01,533.166338636874,94.2,353.129856624954,
2763,18.87,468.283448234935,20.26,508.970383171591,30.54,560.857899778637,19.04,365.276673973405,34.88,324.712809119784,14.42,193.708622184459,51.1,389.997436511189,204.59,526.949352324878,92.3,358.344195015012,
2764,17.79,478.827786504622,21.1,514.843315195632,30.44,562.015282541993,21.08,363.068535540896,36.48,346.855013299988,14.48,207.864313863566,51.17,444.035569232345,201.07,535.508730042531,93.33,360.79526551143,
2765,18.26,491.403441011347,29.02,527.586695069227,33.1,586.966943078134,22.06,388.091642846453,39.52,364.28598502323,14.03,216.462474381002,57.06,450.108605277805,204.16,544.724649358142,100.59,376.400088098153,
2766,18.75,491.316393317978,32.97,539.045314092881,42.3,593.477829469972,35.7,403.296948152527,45.48,375.805182254671,14.88,220.196365077425,74.96,433.729400288738,232.95,555.491492876845,125.16,380.801802175598,
2767,19.17,480.7751772155,34.48,543.554097092582,46.95,573.998936621893,44.5,381.562437568931,53.6,397.882899295036,15.09,212.264207778847,81.96,401.676745234678,266.52,543.242260463197,139.91,359.856706787989,
2768,20.14,460.076509994496,30.03,523.806245389604,53.47,547.970085717617,44.93,361.34759839086,56.38,380.46420648412,18.7,200.658550086259,83.85,360.584351863393,290,513.998287933038,129.97,351.303789766369,
2769,23.05,430.007806076455,28.95,500.910662064346,46.98,540.347320834735,38.97,345.180502650498,52.94,354.122273178757,16.63,187.209179593515,74.23,320.483083123375,290,487.08324175707,95.21,324.501214239852,
2770,23.19,393.224170868233,27.94,475.113205375833,45.61,533.209154496048,33.97,325.794329472549,49.93,337.658035307051,16.03,170.425582176836,52.55,294.368262543334,260.48,460.093083026857,88.23,302.220636095062,
2771,23.26,370.741511809733,28.31,460.435365964438,44.75,518.143778226045,31.15,306.003646231257,46.94,341.824354823694,16.3,157.626646215573,51.07,273.437635339652,235.88,440.788120058532,95.4,300.841229572385,
2772,22.81,365.352335348843,27.37,444.081617463447,44.01,517.704122639298,23.71,287.297653357825,43.96,334.708867741625,15.08,154.559117417944,50.12,261.817522686589,224.28,427.898645040129,94.27,297.240627750495,
2773,19.8,353.73591760642,24.39,428.143283072691,42,516.537900558507,23.07,282.401685453153,42.16,340.082296824001,12.25,152.872213363889,48.99,259.899815012161,219.41,427.235480343139,94.54,279.973318284707,
2774,18.45,358.395655046461,23.75,500.077612232622,39.11,519.809060059177,21.14,279.1784862245,40.35,340.404201204082,7.76,155.077261530856,48.34,276.289416293927,210.49,419.412999422532,94.37,268.636689776312,
2775,16.3,372.014797306582,23.78,441.766130515192,38.64,530.112126902578,21.11,280.22409240299,40.51,338.181486750198,7.99,163.93490498716,49.14,309.748692182515,214.19,410.771217432415,92.85,273.769201727885,
2776,18.13,394.624026653726,25.95,421.753330333663,38.61,541.82600435913,21.05,284.626222124407,41.46,344.890536671142,10.07,178.356128006564,50.73,379.785203529658,215.42,415.064518476137,98.2,300.610168733795,
2777,21.57,444.641202779183,28.41,433.991722642544,41.92,553.029846993309,28.43,316.807732873975,45.72,355.473115476596,16.62,208.537060497421,60.97,431.877864922815,211.03,430.949044439345,112.19,353.751086096504,
2778,24.98,491.82132244628,31.19,463.121800950145,43.86,573.275561939049,35.98,357.020243681972,45,363.719311141811,23.51,249.650199524254,73.85,459.888166807079,239.93,460.457026405071,127.88,414.357786369781,
2779,29.57,533.956663137887,31.46,491.571426547177,44.09,586.861954376786,41.57,396.271420613296,49.06,371.21917835968,26.7,296.588126070476,79.67,456.476463988233,260.63,490.054281659328,148.11,449.982546323374,
2780,34.97,553.423814684215,30.15,517.600629018572,44.34,599.734854203551,42,422.092654729166,49.66,375.43208444398,32,310.950354030256,81.02,437.870952442927,281,518.329634454588,154.97,467.459434823018,
2781,33.28,524.447155065931,28.14,520.775416190232,42.93,606.427522535622,40.98,440.227813206016,46.41,383.562207205852,29.77,316.147330547625,75.05,423.09677802889,286.76,526.357848808817,146.12,468.256404222129,
2782,33.55,526.412697570452,22.97,508.023723719998,39.1,600.276803035455,37.66,452.799393027046,41.97,389.938358423248,25.69,324.476653136691,70.69,391.792067396064,270.01,533.829835931492,130,485.716368742828,
2783,32.63,518.368361813029,21.81,487.18873044319,32.58,601.077431281233,33.1,447.862638028452,37.05,392.516771452065,22.11,312.659447620013,63.49,378.105567011678,255,546.152364381067,120.77,507.364338726691,
2784,29.72,516.988478697309,20.9,463.158234793277,32.19,591.716968496391,34.96,433.675193087025,32.02,378.927059509046,22.3,314.006113106715,53.62,365.553990330835,231.91,547.01181220082,107.12,505.719060603397,
2785,24.45,509.342904606159,20.96,459.116809243963,31.46,581.059425356911,33.01,431.680591433358,30.1,351.432308735355,19.79,318.970576448373,52.02,365.998410681095,206.72,551.633169415264,100.58,498.120330354361,
2786,23.21,509.860981830072,20.62,459.355163493032,31.06,568.819845011448,32.43,433.050582856688,29.05,314.703936873371,20.76,318.95398565085,51.53,361.183585039391,198.01,560.567728560448,98,481.096809393565,
2787,23.06,510.448537453059,21.07,472.87136764135,31.04,567.823614282118,30.74,436.107844381957,28.04,290.764748436079,21.06,315.079532118779,50.32,370.928078105121,196.36,554.902621213839,96.46,480.360367840889,
2788,23.07,512.507969988723,22.73,478.114698765923,31.52,571.50552726213,30,450.860612593031,27.43,281.457875406888,22.23,330.635017335912,51.2,393.813796139045,194.53,560.845057355538,97.42,490.368509426297,
2789,25.18,532.554301250957,29.91,489.78413133534,32.48,591.033878192362,35.55,472.154103388113,26.76,276.692774752445,21.95,334.894386314581,55.06,409.932807413386,197.51,565.125004070713,107.19,504.945807677655,
2790,38,551.952276421832,34.07,518.578951647783,41.19,594.518589569407,44.48,484.214463502637,27.02,288.029345257751,18.81,325.16794330876,75.59,406.67304265501,209.94,572.248429637674,126.1,493.652066389135,
2791,43.94,537.926846814963,35.14,529.156037892787,44.97,564.945867828548,49.12,457.271737930256,31.99,308.67208893763,18.09,291.543811135928,82.94,390.778019665875,244.2,556.872418714815,142.79,460.614567140038,
2792,48.57,517.004454445304,32.7,511.451481843007,45.93,545.766879515628,54.08,445.546608783687,37.22,327.949295626141,16.06,245.64633017713,81.7,351.834201897753,271.01,518.131609379255,135.61,416.594342501587,
2793,46,501.73382254899,30.36,499.384937506795,43.67,525.7723787236,45.63,422.549601961146,35.41,333.519403342058,15.01,201.99894675591,67.05,293.030750434267,265.98,487.977202976405,108.53,368.214229954917,
2794,44.44,476.429569367656,29.78,489.171313664137,42.92,507.245910704254,40.28,390.623809449423,32.69,321.628560804368,13,173.981938275806,50.93,257.334492270931,252.74,455.401359601312,94.64,300.481107402359,
2795,42.63,454.794652175977,26.95,482.09934324498,40.95,487.387177351824,40.17,366.96228164491,31.99,306.145020786473,14.38,159.657720224265,49.98,240.767373901626,225.22,420.951349170261,94.19,270.409341464372,
2796,39.03,453.4050121468,25.65,472.390398447981,35.83,477.576643794711,37.66,357.975285432018,30.48,286.785546981856,15,157.29285341778,48.4,228.013991733291,214.12,396.989473476638,92.78,259.656886326796,
2797,36.64,444.579334742941,25.29,467.337104988049,34.99,471.147879125022,35.05,363.741259848464,27.9,280.764954733642,11.9,151.611719208995,46.41,223.293662432401,207.66,383.088862309725,90.97,249.715180148309,
2798,33.46,441.173081231268,25.23,451.687484093554,32.01,463.432345877641,33.08,369.498305492629,24.95,274.244000200243,5.56,151.164732525728,45.79,232.294595723335,200.62,381.944259291408,92.55,254.842887172994,
2799,33.42,449.545777598567,24.73,448.675783694415,32.9,470.858890456202,33.06,379.603150757791,27.82,271.934315052776,6.93,158.772898162848,47.22,270.817163865001,193.22,379.424866750315,94.64,278.45418420672,
2800,31.57,458.779544027211,25.29,443.441838159476,32.89,477.484787327553,33.57,402.869512024307,30.98,284.250798988982,12.42,184.477927397393,49.06,342.767371306882,190.96,386.949627894243,96.28,319.358193117971,
2801,32.99,471.866466725493,28.92,444.013722266626,35.05,499.895130475479,40.97,441.845790407332,33.1,309.077596230123,16.15,235.620291321923,54.23,397.185719153103,191.35,410.235687970487,102.35,402.429754273017,
2802,34.97,501.191361200912,31.11,468.649210273313,37.96,524.388799639444,44.56,473.918298529513,38.02,339.840088143861,24.82,333.222823780802,72.55,422.870920649642,206.49,452.447653742105,125.98,479.614935828357,
2803,38.35,520.222271170813,31.61,501.20558062643,41.97,534.745853523869,50.03,492.740643713944,39.92,379.739866670892,27.97,372.657909316999,80.35,420.965225204584,239.31,497.87890850986,153.85,508.281827580095,
2804,40.8,543.332016486483,31.07,522.35688147937,41.91,555.13605420906,52.99,487.672373012999,39.25,397.344500144444,31.84,381.416763645517,80.87,399.655531366111,267.9,531.137715710971,163.57,517.359736312894,
2805,39.96,545.976401579664,27.98,532.001091830274,41.08,563.633417673036,45.86,465.289194604981,37.63,400.490672054761,27.49,391.10185887381,69.91,366.41260263918,266.33,546.269793971877,141.5,523.690959573127,
2806,37.6,549.283251382695,23.99,526.958729321983,34.87,565.468393355167,40.56,460.533708258188,36.36,410.796070500541,26.06,408.429400579693,57.23,351.035095915463,254.94,542.514464843365,125.42,532.79397344718,
2807,29.79,532.947319067323,23.01,507.979758585219,32,550.129360926044,33.47,421.606883039352,31.57,419.79073413273,23.76,392.537605478673,54.36,340.935648466604,235.33,545.402648572895,101.54,519.890110579151,
2808,29.81,520.142860731855,22.42,490.431752555221,31.38,543.031827615574,28.48,402.075019412434,31.24,412.801873395807,20.84,361.295081765549,56.42,355.18185061196,202.57,541.269391142802,102.03,495.443808379693,
2809,29.91,517.000491079923,22.53,462.195498584716,31.23,542.291469714443,21.1,391.877292233446,29.05,391.673602478602,21.11,329.379593801537,54.37,366.450203687983,214.63,549.214323297905,92.97,463.411100956109,
2810,27.87,512.898515151513,22.04,445.717001529896,30.61,538.062022033635,25.26,393.676048822089,30,376.079112679291,19.08,314.346372739149,53.27,373.447476735719,201.94,548.653450201391,90.35,442.276650299322,
2811,25.13,517.817787006953,22.17,443.35211426982,30.92,532.508470786748,24.73,398.427755906516,29,348.325762746756,19.34,311.731047226868,53.57,395.742682326439,198,549.659716800094,92.68,419.290464424941,
2812,25.5,531.405394169065,23.77,441.89007468884,31.41,540.096818402384,22.78,409.112882498193,29.53,336.337593287212,20.23,318.790020147374,54.17,439.874390377201,201.37,553.454565139464,92.91,411.078294298441,
2813,29.91,565.666060828261,28.6,441.862128612938,33.52,563.077532273809,23.89,408.504942301984,29.96,335.717233049306,21.61,348.610652368218,55.7,446.429078085177,201.5,554.466796497908,95.85,437.69743555111,
2814,38.74,577.39677320042,31.47,463.63271213327,37.14,565.798395489696,28.59,408.289234339511,30.71,348.539716693496,25.95,396.045277073839,71.98,435.459632696117,218.35,561.250281824694,113.77,420.815351264157,
2815,49.05,568.15609367793,30.27,470.503367189516,45.4,546.039501961061,28.01,387.676155811784,31.66,367.743489512725,28,362.714548470345,81.48,413.096340564291,255,537.005839086929,123.82,388.09375336099,
2816,57.79,544.867540633072,28.85,466.007809963032,46.94,526.177913410904,30.75,376.882405459073,32.05,379.672161554668,25.9,328.90934596463,85.57,376.533241830134,283.37,496.207806033004,126.81,376.904691919538,
2817,55.04,530.269558836396,25.65,448.743160707422,44.99,515.199372622954,29.4,351.554184638836,34.41,398.808674355688,21.99,287.075832110564,69.99,337.539352234366,279.29,457.671790018036,120.69,373.848539558409,
