Period,Day-ahead_Price_2015_[EUR/MWh],Emissions_2015_[g/kWh],Day-ahead_Price_2016_[EUR/MWh],Emissions_2016_[g/kWh],Day-ahead_Price_2017_[EUR/MWh],Emissions_2017_[g/kWh],Day-ahead_Price_2018_[EUR/MWh],Emissions_2018_[g/kWh],Day-ahead_Price_2019_[EUR/MWh],Emissions_2019_[g/kWh],Day-ahead_Price_2020_[EUR/MWh],Emissions_2020_[g/kWh],Day-ahead_Price_2021_[EUR/MWh],Emissions_2021_[g/kWh],Day-ahead_Price_2022_[EUR/MWh],Emissions_2022_[g/kWh],Day-ahead_Price_2023_[EUR/MWh],Emissions_2023_[g/kWh],
3664,17.4,276.691075037052,30.11,402.275185846922,35.96,468.522413604612,34.37,386.346668095814,3.5,165.768362896703,0.47,131.545226990409,56.87,266.111613232898,154.8,298.562562390848,58.27,165.653932710981,
3665,17.55,290.97529491483,32.66,411.12200468449,39.7,494.017456594628,38.3,429.223514409862,23.49,181.610875651219,11.53,151.967525232552,67.45,309.215883231142,164.86,328.803534537057,76.62,190.791265325558,
3666,24.03,315.221266999457,32.92,438.038954135025,42.78,517.360570666839,45.91,474.672254272945,31.24,214.075764370194,16.57,187.993576656399,78.48,324.945680366516,174.74,381.188660235518,85.96,220.677694653729,
3667,27.97,337.035957918562,30.95,460.573744655248,44.9,521.384062927652,51.05,506.657403639366,37.41,282.554080334599,22,232.763663114898,83.34,335.997465947705,218.05,427.223856058575,101.12,244.037375924418,
3668,27.1,357.316792930799,29.57,472.825571685089,43.52,533.159138256957,51.04,526.525734637992,38.13,306.259660104272,23.05,261.964350183017,82.91,330.049277759432,230.65,467.897468724008,110.5,245.34649777369,
3669,25.2,365.855673574339,30.9,497.675920572431,41.98,544.839197103223,50.91,544.61205321697,37.14,315.426109485209,22.91,268.940868629038,78.17,316.82768274557,238.97,486.733896875292,101.31,245.651985274608,
3670,23.62,361.531826397161,26.64,502.136338244003,41.96,525.671494104253,47,546.163936597922,37.12,315.790828622127,23.37,259.859952043787,73.93,301.573671550526,228.94,499.09384165662,92.56,237.549153494833,
3671,15.44,344.159536633499,21.96,491.385941118773,36.64,509.306028135911,42.64,555.337014691875,29.85,298.586990309157,20.9,237.303846196936,59.39,272.392823745038,229.78,500.804198714165,85.06,229.396231607569,
3672,14.92,329.557484976118,20.75,483.648164382535,30.08,471.933017443717,39.36,541.223885732764,26.57,277.152820237874,18.08,240.345140629047,57.88,267.108815446767,209.87,500.17424282058,84.95,226.744756878713,
3673,11.17,321.051717482559,20.06,485.180177166041,30.76,457.127006720337,35.5,526.818025292951,23.34,237.515874537532,16.33,244.758608014459,54.08,270.777957354242,177.61,493.488789126571,80.3,240.445110322663,
3674,8.7,315.892812619554,20,469.994530727338,28.74,451.955836294914,33.98,516.836629430365,20.78,208.125056955321,14.99,251.288522068568,54,276.605887393228,163.13,471.863343590289,77.79,256.732806378775,
3675,4.89,320.892099716524,20,470.421570936401,27.06,441.953856945774,33.09,508.632439351028,19.97,202.01119352686,14.65,256.615004379069,50.5,285.305017747587,157.41,470.642981420794,75.2,266.884430732137,
3676,8.25,333.384879399565,22.37,470.491541298039,26.49,436.786814780041,30.97,498.003943776787,19.64,224.228292119828,15.92,273.75469089657,52.57,293.110376703382,159.62,466.274150183795,80.71,271.875158403989,
3677,16.15,360.626838815797,29.03,475.991173202354,25,424.666786342518,28.89,492.706634439708,24.04,264.194940557128,19.96,299.06890422382,54.08,310.388692699725,161.7,468.365864341228,78.64,274.775444662625,
3678,26.34,387.083617677101,37.97,500.011550144499,26.51,429.843455962856,29.01,483.422273356839,40.62,294.088138475865,29.37,315.208550157951,54.1,320.135447308523,169.94,480.959820151291,77.76,267.823888961168,
3679,39.46,381.192132993495,39.54,534.110872162625,26.89,426.253194971412,29.9,473.335656744744,44.92,335.195499079667,47.66,289.095740201744,62.44,295.309867563661,209.83,458.261026634895,73.63,247.93717948611,
3680,39.36,369.174405326881,37.98,533.50078319921,30.79,416.420858463429,27.61,448.271637195531,45.02,355.405645967854,42.29,268.107791794715,59.98,275.938166541208,225.11,404.381167440285,70,221.469779339221,
3681,33.94,350.018802233681,37.09,502.095329403455,31.25,391.871351212307,26.37,416.980040974349,41.81,341.671525280633,24.1,245.537350920109,58.66,242.413102254958,217.18,382.841392585836,59.97,176.38566338801,
3682,29.92,324.060954800888,36.37,488.831998566431,28.31,370.507659310188,25.06,384.902577005978,39.36,339.991534358087,21.86,219.310385568598,53.94,223.592200615246,197.12,351.266545489068,27.36,156.706698821547,
3683,29.9,315.402438563621,32.08,477.352979670819,27.03,349.59555549916,24.83,366.657880618168,37.71,322.992617881289,21.45,200.00623286187,51.96,226.171465653261,179.97,314.437198690908,5,143.516679751968,
3684,26.44,317.482694018988,28.67,462.199435602344,26.49,342.936136927042,23.1,353.56962578976,36.25,312.001537534067,20.91,191.282831844196,50.44,237.911917974492,161.85,292.417036495832,-0.01,140.185712637336,
3685,25.06,311.347728564249,26.68,454.07396376317,26.93,351.202667052661,23.2,340.819424438402,35.46,309.460408544085,19.54,183.615793306621,51.63,251.583947349767,161.67,282.848926136708,-4.91,138.849859194177,
3686,24.88,309.664822982281,25.95,453.773969517231,26.71,361.229077346297,20.62,340.547037180069,35.23,306.996857185043,19.02,194.664665058086,54.84,272.602176023816,150.23,280.228841187966,-3.39,139.350149144078,
3687,25.06,314.149048766463,25.92,449.919395676162,26.97,373.753360574871,21.35,355.207615725368,35.68,305.975527153183,18.06,204.957719284747,59.11,292.623262801949,151.96,299.776701912943,-0.05,144.39788927389,
3688,25.99,334.873461738423,28.22,459.032230893597,28.29,398.857256326525,24.35,377.686200833784,35.69,317.451746400694,20.09,239.234018985668,65.74,307.27683341541,155.14,336.098521225549,5.38,154.084803977411,
3689,33.12,364.475875427714,31.84,467.985458077283,33.94,433.397502327527,32.5,424.669950531735,42.97,345.118906769352,26.02,277.598900329154,69.3,322.517585234789,163.09,365.87064680577,45.66,179.720221516223,
3690,38.1,401.063034109218,32.96,492.468075558007,37.3,460.072204992665,39.77,487.534418117193,45.42,375.121154138934,41.7,302.376172875874,75,340.138443149674,195.41,406.076219358748,75,220.18256064628,
3691,42.08,437.075785275835,31.96,516.926964439919,38.16,471.434506900189,44.5,539.934905635359,50.5,401.795676997603,53.65,344.182026664719,81.99,354.525232039037,216.31,425.8722233447,84.96,252.486821858833,
3692,43.48,478.739209966151,29.46,530.074821887164,36.96,491.15273325705,47.32,564.541867730156,48.98,416.635065788566,60.75,378.978704644885,82.03,355.293436931101,225,428.796572983619,94.9,265.624180800923,
3693,41.57,505.721131402878,29.16,554.82534174098,36.97,503.277042988387,48.98,577.258718752734,48.35,438.482699429537,49.95,397.13539747369,80.14,362.627008755139,221.83,428.311990899164,94.9,258.504035362884,
3694,40.79,509.108370794709,24.59,566.827601221774,38.57,502.391555187918,48.91,566.205534085488,45.96,461.450265083498,37.92,393.495088662136,79.32,370.52408587728,212.86,437.249076561671,87.89,254.11397486214,
3695,36.43,505.684490598967,24.1,561.108327431986,35.91,496.321765014432,40.57,562.616446749422,41.4,490.06713586029,25.92,388.553041852852,73.4,377.654232034897,211.96,445.833321930313,81.17,255.855016257643,
3696,37.45,506.726267221368,21.68,551.353859439374,29.93,484.745779281311,35.57,535.635834994126,34.74,502.141365592967,25.54,366.12019150323,66.41,366.728124727098,183.16,451.702897283053,81.12,244.509888745158,
3697,30.78,508.393978188075,21.22,527.831212120888,26.93,468.168788601919,33.1,530.87674175991,32.99,482.299632856037,24,356.762932156399,62.92,363.451527973528,175.81,457.609589703647,74.9,257.250692102582,
3698,30.04,521.573826027807,20.64,515.314705189163,23.24,456.070711691405,32.4,529.458524473588,31.86,459.664251575679,22.72,333.576534910471,60.04,380.382194609258,167.97,461.969504501071,72.51,275.80312724973,
3699,29.33,521.658097877712,20.9,498.329967008456,22.54,447.287887113941,31.44,523.236558568096,31.21,461.904497579385,20.87,323.841401443268,60.1,392.152076363238,166.92,460.848361815289,71.65,301.706721981031,
3700,28.64,527.342444969855,22.5,487.911132408836,21.58,433.457160987823,30.85,535.310326891033,32.83,456.694930467016,20.24,320.222350855083,59,411.89341385358,157.05,455.41123696632,73.14,317.843425339363,
3701,26.89,526.221432240552,27.46,497.44031918735,19.5,418.974662329391,35.66,558.290262139367,33.91,453.541084657566,21.17,338.216180884131,61.32,420.958002615687,155.5,459.388195709833,72.23,314.603833906365,
3702,31.47,525.825068846078,35.45,523.785533752999,19.85,414.348105865002,45.81,572.772281429837,42.95,474.80683146226,31.82,342.563607351231,75.98,397.068533950006,156.01,469.292318270519,69.07,282.711445160773,
3703,34.06,497.098300961031,40.08,538.149090108814,20.33,404.517665418661,60.45,533.511459703376,50.29,464.818280736996,51.41,313.430144787703,82.99,375.651081451338,159.8,451.486325483624,64.77,238.11997718426,
3704,31.63,449.714719101911,39.93,525.182863158787,22.55,393.118145458696,63.47,493.825127944192,55.43,429.702998973735,36.06,285.461253641906,85.9,351.129415829176,169.86,423.929356731491,50.81,205.782125347776,
3705,28.08,421.12742152764,36.44,500.606588945414,23.79,369.410865051333,58.13,467.825853994655,46.93,407.921387558183,31.07,267.480489329778,81.45,330.821488588846,180,377.943954204759,21.93,177.303833318992,
3706,24.99,401.370188300678,35.64,492.624336949768,22.99,336.46850772455,51.98,449.115987957116,42.24,389.776388210401,28.72,245.301305504462,75.58,314.782336351214,178.5,345.744901967055,5.11,160.871834954484,
3707,23.02,383.196249006125,30.92,479.417338146023,23.06,316.233268843759,50.08,429.664824179066,41,366.222638659193,28,231.324634586981,74.88,300.236797403618,163.33,323.327460303791,0,144.51085341772,
3708,21.12,369.58481120822,27.77,458.438963742089,19.34,293.524930624114,47.93,424.572148754691,37.56,346.211259069255,27.23,221.702268691057,69.95,298.432541315452,139.98,305.777890954733,-4.98,143.483944886831,
3709,19.72,361.604010195439,25.28,476.460124549524,15.08,262.364865282855,45.94,414.971538417623,36.5,335.836360917755,25.27,222.291301811321,63.01,302.917190869124,135.14,289.745921105933,-29.45,143.81278433223,
3710,18.73,361.134915937393,25.26,468.845199488395,9.98,231.693367796828,45.19,418.866778178719,35.19,329.699475924566,25.58,226.060556336916,62.91,318.41384314576,114.28,282.24750665241,-36.35,145.843801658536,
3711,19.03,373.453624660497,25.49,440.171816461553,10.41,221.684456827764,46.16,427.967778931913,34.47,329.610699933183,26.04,228.469180730816,63.93,343.393098348287,94.86,275.160391830144,-4.33,150.819529263797,
3712,20.01,393.798991088047,28,440.29091695318,3.43,226.525817224193,45.88,436.637844642605,36.65,332.113960413053,25.78,234.204366389072,67,357.928394664149,118.99,276.537115326516,0,167.637496579902,
3713,27.94,431.485216487546,31.82,459.808403385218,10.23,265.178943429331,47.46,461.615159168521,42.92,337.266804861947,26.18,239.802197874533,75.9,376.076267935157,141.42,296.494937944341,34.5,190.107761034461,
3714,33.79,462.134332510784,33.61,485.423124425944,25.76,323.932361959994,52.95,486.431494955728,45.13,352.997443169286,29.68,269.80682755229,79.91,400.226939976131,158.92,343.772526586279,78.21,246.361972837708,
3715,36.92,488.22901737353,31.98,517.93088645511,31.06,371.651276062921,59.4,509.107515607748,46.17,368.742988852998,40.17,289.322722065395,81.95,422.471850681745,179.83,384.81298624586,98.94,297.034492236422,
3716,37.79,504.832923273599,30.66,585.790553803014,34.91,413.631394149593,55.98,515.856324877463,44.72,375.909929276328,40.1,302.202766058241,81.69,424.058273887157,199.03,429.40113630605,109.79,310.516529845478,
3717,36.34,506.985371988529,32.16,565.809336168876,34.99,432.165804068911,52.93,522.614696701389,38.28,371.560792678839,32.6,313.594080495247,80,413.695520791805,209.24,430.737564746152,102.6,319.534051151777,
3718,36.63,483.944808365216,28.94,571.236193303539,39.91,436.052696331031,50.93,529.698112626,33.83,348.911780704682,27.91,321.86718091494,78.21,414.433778246842,198.98,437.915880195549,99,315.953950160787,
3719,29.9,463.839227284442,23.72,560.79990430779,34.9,443.56203789221,44.49,526.938191083691,28.01,311.095188405426,23.99,328.779615840828,72.09,408.767793207634,199.06,430.958161126586,86.98,306.652006835967,
3720,25.37,450.147077797755,23.21,549.258994179704,28.92,464.064863090789,43.8,512.64312272763,27.48,276.661503012915,22.17,305.346936009641,74.87,405.485021329959,179.36,428.721110820718,78.71,309.994053799803,
3721,24.01,449.980526665681,21.63,530.375342572921,24.72,465.098633567049,41.01,492.843669211474,26.06,257.220145104314,20.98,283.895835477143,65.25,405.077832815988,165.52,424.191557808719,71.1,313.88577913793,
3722,22.89,436.178339203901,21.29,512.051042364509,23.09,462.710043648515,39.44,491.973860268878,24.55,260.29841109695,19.61,285.386784064783,59.01,397.648268166967,157.23,421.451658360965,70.07,300.332791573694,
3723,20.13,429.624374585458,21.26,508.039127134391,22.22,445.487643638854,39.35,496.029339824824,24.54,274.43733674987,20.15,299.968861819818,56.96,399.305806732596,149.57,426.394815463627,71.14,314.679261319011,
3724,22.01,425.486807263086,21.3,502.238198987965,22.19,443.992768402496,39.05,504.630668274562,25.31,284.10767978804,20.36,314.041912866858,56.03,396.042381996724,136.88,412.764356665964,74.26,338.597214274267,
3725,23.78,428.903899625159,21.53,500.493362322337,23.09,440.365649348689,41.63,524.991121576129,27.75,282.855934192786,23.83,325.937666449882,56.04,392.730015486871,136.04,399.534281726909,88.36,355.352584211434,
3726,30.66,444.318008924075,23.5,491.950720035881,24.1,427.335691963128,50.26,548.15281627782,37.52,325.071806699809,28.13,347.259018261696,56.07,383.85210439199,128.04,389.36429797851,122.09,311.592270141468,
3727,35.96,427.941270737247,27.49,502.569287070192,24.62,416.935188958984,63.14,504.73428698574,44.51,363.681011612239,33.64,317.711474400974,59.07,359.645598398792,127.27,375.967509644744,113.79,283.243839743896,
3728,37.91,414.054631541524,28.98,503.734378542592,27.02,392.56108247379,64.74,490.091785499365,44.99,356.396749923876,43.97,311.873473316288,66.02,335.875874634098,133.65,375.983548992644,99.95,273.213650319458,
3729,34.95,397.831551648926,26.56,477.670316007734,27.12,370.141546906501,63.02,476.165664348134,43.97,350.82481913252,33.25,303.265740607768,67.99,319.597130393404,136.28,357.169285768443,86.41,243.745901738362,
3730,28.75,386.592539645192,26.91,446.851332356783,24.35,343.49715127354,56.9,463.697657013255,41.38,345.988215969764,31.82,299.865531740389,57.73,307.981602694683,142.65,334.606791965204,75,211.803284139502,
3731,27.18,368.91460631234,25.73,420.656337431639,25.31,337.938623115123,55.09,448.834552721304,40.46,334.857584290692,31.77,298.676919001466,58.03,295.520871044271,141.36,307.281758208084,70.08,188.235808321509,
3732,24.23,351.749057835591,22.78,404.5772592219,24.52,334.568192797836,49.91,427.41959575772,38.85,329.541528974339,30.5,294.077162678326,58.83,283.688588907587,143.62,288.68134384945,69.37,177.262244838245,
3733,22.95,351.45820622367,21.58,393.83750749513,24.11,331.525794307906,47.93,419.019590880531,36.32,335.061814509899,28.93,286.215996245348,55.49,276.633495615894,132.5,275.411703526238,69.33,174.703848347465,
3734,22.29,360.26448964412,21.41,395.214727806519,23.08,340.20498841746,46.44,417.281335861995,36.19,334.015441635129,26.13,288.227408914569,52.4,284.952289809524,90.36,264.953456173929,68.07,181.276418301987,
3735,23.3,371.508679422054,21.53,397.359418693138,23.84,350.60145206676,47.82,422.444055799018,38.01,336.346790160697,26,290.503988092488,53.8,302.542911139663,98.31,275.217529790083,69.85,192.571109293513,
3736,25.96,391.193927607425,25.29,399.833669851653,26.86,373.651209109884,47.93,429.724241135873,39,343.673989159442,25.7,302.545448717843,55.25,324.493573250031,121.95,295.734852808059,78.89,220.726641044735,
3737,32.97,413.487353291425,28.19,417.171919564869,30.02,407.987541488664,53.63,461.218458625074,43.45,358.770233489276,26.38,312.522538368268,60.48,355.013470454346,132.03,318.465922464648,89.8,264.420229587214,
3738,39.96,437.591522447533,30.07,439.773349510879,35.94,426.598920759251,59.46,496.922438557566,48.28,372.714369938497,28.2,315.962371298905,70.6,361.393514514403,150.02,338.959875632081,100.76,310.942547863078,
3739,45.14,462.478967351531,29.87,462.929769912601,39.01,445.161838755931,65.6,518.764643272547,56.52,385.996660146662,26.07,318.038369041665,75.62,369.252288822278,163.03,352.998087253457,135.35,318.30742208694,
3740,42.5,481.784555013629,29.88,490.695091333653,39.65,461.602435922129,60.04,534.145765123745,49.41,397.098564201433,25,315.795597859415,76.01,380.205314068328,168.8,349.448529710427,157.37,330.581409337612,
3741,36.14,470.803464543362,30.99,522.801025245832,38.61,459.085903769934,52.89,552.303990389362,43.68,409.116684758758,23.94,297.144159370148,75.6,390.339233917732,169.44,344.91695141664,128.4,342.897191816198,
3742,35.06,442.35497372943,28.88,521.686070895912,38.42,443.578185266509,50.23,546.436563588998,39.99,398.165725708382,22.69,276.853440660571,72.37,399.143320279859,166.36,332.321315853008,101.04,362.76858989314,
3743,26.58,432.359979592699,24.43,518.295980432726,30.14,430.964989612931,44.93,519.111510550622,32.09,346.87683328077,18.04,244.529805845414,61.86,395.663130940225,169.22,327.138479681273,88.98,335.597870535993,
3744,24.24,426.812262408686,22,520.122746701141,24.22,400.576648592869,44.99,484.004775382826,28.5,280.059676196987,17.25,224.289289381938,58.89,394.33555752388,137.74,315.589212851892,80.23,338.648210127435,
3745,21.94,419.586726641399,20.08,510.971891074146,19.3,374.082407366267,41.16,456.43293440204,26.5,230.311401715746,16.8,222.891829695579,58.08,377.007550651879,103.4,314.168353522285,79.37,345.322319075126,
3746,18.13,422.743959604372,19.08,509.774770748191,14.49,354.12682017326,40.05,443.642319725918,24.64,220.130133579253,17.06,210.410271065543,57.74,375.288391539831,90.86,298.631280023663,79.27,348.816352047915,
3747,18.01,417.265624039989,18.03,506.022976149365,10.54,350.174938852751,39.21,431.045075299836,24.03,213.705726838526,15.99,211.435452842784,57.22,365.334901267756,82.07,272.213859678476,82.23,362.010955122188,
3748,20.02,414.689655146246,16.61,504.293049629708,10.22,354.268197630641,38.25,425.011735445275,24.06,223.648429750248,15.61,225.601379201553,54.39,353.281992206599,88.02,258.542510023984,86.2,379.256010812655,
3749,19.42,422.106556105326,16.09,501.74604283745,13.38,378.978244483853,40.03,440.433822133599,27.54,222.127724780558,17.09,228.682911228161,51.63,349.396985833575,85.05,262.139250817353,90.55,403.547574332181,
3750,20.85,423.322812289269,17.78,493.740678376791,29.22,389.557234252263,46.84,476.552280600204,32.16,262.994820873717,24.41,255.283801530081,52.1,348.995396919768,88.08,277.715089407675,146.4,381.23412391283,
3751,23.95,417.576586978486,17.89,486.115154587282,30.36,376.386598503506,59.07,480.523610432295,40.73,316.963943809418,28.96,261.450143116493,52.7,342.492989097126,90.06,277.969854276144,153.28,350.179888003559,
3752,24.77,405.887276636578,17.08,467.712354984873,36.08,363.708387076756,65,458.553702426101,42.91,325.17086211016,37.07,252.118739578676,57.12,334.283509588576,94.22,274.751861527814,122.54,323.647339926306,
3753,26.21,387.885951162969,17.84,444.492576165968,30.11,348.035375258977,57.93,435.428821287374,39.93,313.16565406351,33.07,240.52654185227,57.89,317.171760459588,84.05,237.243481437833,94.9,289.080682764181,
3754,25.07,357.563082605961,18.48,409.788281227682,28.09,330.576255518264,50.97,410.295284517734,34.11,317.108671414793,28.4,226.803474063083,57.76,303.025002470363,57.05,193.501840433964,86.73,245.46397021573,
3755,24.72,341.794863652728,17.94,385.759983598656,27.27,315.666762272036,49.99,386.113966323009,33.62,295.306916327517,31.42,210.276602903352,58.44,295.226857346543,30,174.928921800255,82.06,213.242392052733,
3756,19.76,320.305944400011,15.15,367.499910374189,25.95,291.8644930724,47.83,374.801532975487,32.31,284.521958776152,26.43,193.487851729642,58.16,289.529772201683,11.06,164.568313663368,77.69,204.183125439155,
3757,18.47,297.061343899547,14.47,348.145796123927,23.45,283.065150883457,47.14,370.587138293531,32,276.827551470101,24,186.63918799939,55.41,286.769164110233,0.1,160.715159716691,74.59,209.643612650938,
3758,20.18,286.120374369919,14.03,333.077459175333,22.67,278.217332657049,47.16,375.948732681345,32,271.896489508621,22.5,168.395402122205,48,290.252899379388,-0.08,163.676665873252,70.61,212.800583164038,
3759,18.07,288.970227782574,14.54,330.622387294585,19.94,276.621634807041,47.51,391.252772613021,32.53,272.28619750442,23.02,161.726706139502,47.61,305.949764280399,-0.59,168.801677712629,75.64,219.227149434184,
3760,18.57,307.315297113371,18.62,327.109549252305,18.62,284.142105047824,49.94,421.517044858727,33.58,281.17814167392,23.6,157.296477819265,50.68,336.859886387363,-0.01,175.904705694334,81.17,254.678572282548,
3761,23.07,354.885763629442,23.91,343.833498153423,20.04,301.402867038907,52.19,450.350942693032,35.76,293.216904592978,25.65,157.435265604223,57.69,379.341276359919,0.81,199.350696673964,87.91,294.058278695696,
3762,26.5,399.061281511703,26.92,374.991380317436,22.72,311.23671389652,61.25,484.4442831667,42.98,323.220114003454,27.91,166.837208932063,60.02,408.765067056284,82.06,274.724121925478,98.84,334.221418867564,
3763,30.93,429.458519532456,28.85,426.199873155952,23.08,331.253008286207,63.31,510.792766756559,52.04,347.623372673202,27.99,171.174851818713,69.12,416.870994365453,169.55,340.356656633402,134.17,355.854377082673,
3764,32.05,445.389852071281,29.14,461.600861685987,21.92,344.45912370056,59.45,532.557940955063,59.09,360.996659996046,27.03,175.665529801278,76.38,422.729847067105,200,376.226903883076,152.4,379.397342031589,
3765,31.48,457.320820378505,30.74,493.602041403273,20.44,343.434372635374,50.93,516.555436195147,55.3,392.934242957442,25.89,176.025492884693,77.08,432.05303427353,214.97,402.776958196289,126.53,409.424732287959,
3766,32.76,455.446082368653,27.93,498.596144206942,20.23,349.96380309446,47.43,493.458826806386,47.73,425.538305857967,25.89,165.404921327689,80.1,442.857349209117,214.04,411.762497286679,102.04,430.756780875258,
3767,27.92,445.425070835236,24.59,486.208523507842,4.39,335.816299054109,44.96,457.707671131359,41.47,449.45286338749,20.16,146.717911183523,72.29,445.855472691769,217.42,428.365081993967,89.99,453.87566959468,
3768,18.59,441.823613807564,22.76,502.482864396267,10.67,301.826211266259,39.71,459.971881183435,40.41,474.066865393213,7.69,134.290637428618,66,448.636550711677,189.7,441.302394187806,93.56,454.262232204752,
3769,15.58,445.037228204379,21.87,502.893273573858,8.8,276.991718327734,39.24,455.693762091292,34.15,460.657435973813,1.46,135.405887137135,60.22,435.661999386401,163.72,457.69859056606,89.83,437.349150082524,
3770,17.35,462.822901342664,21.19,498.421107522879,6.82,248.507464298732,39.21,459.127671105844,32.46,439.522572778363,-0.09,136.515246677603,60.8,440.5303638864,154.34,457.759243152936,90.26,427.038813796001,
3771,15.67,457.359702020172,21.15,492.469618514083,2.1,243.951694946938,37.64,464.759197682581,33.14,423.514102063354,0.03,140.566990724591,59.97,446.864101246063,150.61,431.594509668614,90.2,429.147842733906,
3772,15.26,440.416347429064,22.71,488.613291526328,1.74,248.061475837032,38.25,476.985593230845,32.09,420.125285812936,1.44,139.804816043067,60.3,467.736759448825,145.72,417.767117766602,90.68,452.45550224807,
3773,14.21,436.642136066456,29.98,490.935992297992,5.26,254.231358673165,39.99,508.241752202505,32.49,427.780572031584,1.35,142.176650659311,63.22,469.028220500522,146.88,405.710476765185,97.9,472.359849008776,
3774,13.13,422.570448748567,36.16,517.283935701707,12.33,284.302961859062,46.98,524.989422967786,57.33,445.61899551568,0.08,143.528063059218,80.19,436.537171062919,154.33,405.972768386359,127.66,434.528433298845,
3775,12.02,408.453156365222,37.82,529.750854541,23.07,281.990574622242,57,521.118709275829,73.75,445.718352602666,2.81,142.176200558059,85.94,414.045920073273,175.7,412.765317726964,146.49,399.153978001126,
3776,13,383.15520310741,34.94,516.021639379928,18.06,257.362252197609,60.95,496.289207100054,66.98,404.894911530009,5.79,133.848714190793,90,394.356670731185,216.93,386.661745990179,114.66,376.776320059686,
3777,16.89,360.514971619049,32.57,479.04146179935,10.05,227.963179904471,57.97,479.842507660049,45.93,369.136642636717,5.65,130.550089775791,86,379.723789405275,220.12,354.594144241045,98.53,341.756044003935,
3778,14.66,344.668166653128,31.93,456.812436491424,9.66,213.372176613044,51.86,457.839009901837,37.21,339.108121426894,4.22,118.539673942552,82.55,364.560149176729,210.99,329.251387171348,93.13,294.562603679977,
3779,17.03,333.176620455552,28.63,434.490658577494,10.3,205.647440461774,48.91,436.659786047191,33.39,304.264068989312,2.42,111.424343468203,81,357.23311541148,191,298.545257378904,86.6,261.495630129918,
3780,14,305.549761163252,28.08,418.789231055988,9.65,200.175747814715,47.7,428.038313623093,30.09,275.115404637124,0.06,105.158547233904,79.95,351.171874531033,173.32,278.43919636109,79.95,245.780167084363,
3781,9.73,285.518500490117,28.78,409.168347021242,10.19,193.410334535485,46.64,429.206339231248,27.7,242.975274966899,-4.9,104.610776332413,77.73,355.691716904392,168.7,276.677220526991,77.9,230.853754730836,
3782,11.98,280.054171713401,29.63,406.217023792955,8.97,195.188188013179,47.03,439.620529504716,27.07,222.757847590991,-3.46,105.513072371111,76.15,362.541293903227,168.7,277.552921910541,76.45,225.713303810875,
3783,12.45,302.777440681119,30.99,408.936139529026,9.71,199.77377742607,48.63,459.421223597094,27.21,216.752358304898,-1.71,106.548356045923,76.97,371.413906887235,165.52,284.43469109951,79.05,241.596003714071,
3784,13.58,331.859811398143,34.68,424.718353084388,10.17,207.510172955729,54.23,484.015192264857,28.66,215.385721874158,0.05,115.167943226311,77.25,386.595522308633,163.87,301.59551205098,79.71,261.974525357907,
3785,16.66,374.723672845102,38.76,438.642269219974,11.79,239.805989295327,57.94,519.356043261833,31.27,234.21568053201,9.78,128.605536414364,79.55,407.294040842132,164.07,321.058945781658,94.22,316.288653173601,
3786,22.69,414.098116515278,41.06,466.670562194237,20.37,263.63051866145,59.01,539.553711824877,39.92,261.667596177182,16.42,154.459413847466,83.18,428.012421336067,173.1,351.654446797469,101.07,360.723105932394,
3787,30.03,445.237044168604,37.31,490.518878646237,25.78,295.618739305425,62.64,548.54146170931,42.04,276.051029324078,21.23,199.769300592359,88,439.906276029377,200,385.162776299146,138.52,378.492832237258,
3788,29.98,461.548410144983,34.2,514.922659900904,24.08,312.144974756169,58.35,572.347510748531,40.07,286.980452849654,23.27,232.724887139396,89.95,452.331020167329,218.04,420.219819092732,147.7,393.032813862795,
3789,29.9,461.100968359736,33.81,530.703939482593,25.56,326.793168743044,52.97,577.551634000929,33,284.757510636853,22.98,241.828621445499,87.24,460.450510860942,227.46,452.762149056203,127.55,402.307288857929,
3790,32.39,456.165271205383,28.79,543.427326653684,25.45,327.128482982549,50.97,566.234205139928,30.04,267.695525592591,23.91,228.310368672964,84.95,461.663231477565,228.81,482.048910976646,105.82,411.610377110776,
3791,25.54,466.478699626111,24.85,532.307620213699,18.93,323.353986475616,46.82,545.773994884264,26.25,251.978600627626,19.96,209.395060115265,79,457.281289012636,220.26,478.766712575094,94.9,424.385681750297,
3792,24.29,462.771454959921,23.34,520.361459990393,14.09,326.005797220335,43.02,538.959406189791,-0.05,207.18486538552,21.04,190.799917511751,71.35,454.566685888047,210.97,496.552166585949,93.93,407.433671395679,
3793,21.53,453.609736018129,22.59,498.294519808044,10.2,315.730020050516,43.24,544.031549657453,-19.95,180.375150954707,17.21,180.021131330782,64.21,452.967539627756,185.05,499.454409653478,89.26,399.557554611284,
3794,18.94,453.262304100989,21.58,492.733272251978,9.91,299.27083158037,42.53,548.940632864818,-39.96,181.156301036815,14.93,178.070897898619,63.48,453.936569079698,168.95,502.164398516265,83.04,400.403427629752,
3795,16.23,444.009540181613,21.67,484.668234079088,9.86,313.266820233068,42.09,563.610396685009,-40,186.700112056924,12.63,175.23308619954,61.97,464.015077333709,165.1,508.206343385858,79.9,406.003456997972,
3796,16.22,452.700691783282,22.09,487.417064441542,9.92,345.341078318878,42.53,567.240609347418,-44.93,183.329198665678,10.92,177.108047148737,62.36,473.625522391845,162.96,508.971464536411,82.04,405.602304673553,
